reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGePc_zW5SkqipEsj-_ULs931Tafndg8CeVpIE6mH8LmmRQjWnIiYAAqXTVskwMO6wYrzKoJbveuBeHzw,gunarti pratiwi,https://play-lh.googleusercontent.com/a-/AOh14Gic6NMtTy5uqRV_giIxOJZk04T2pBKevCo1eG6v,Kenapa tidak muncul dan halaman web tidak tersedia,2,0,3.24.0,2022-01-02 01:07:40,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:54:22
gp:AOqpTOFAWoSK7EA4Wx_MkZoVS40eecU9dT1H6tGhndJQlKfS4gs30DRIIQ4NFzBDZWetXqOqzYtXj5f8zOLhVw,Iwan Nugraha,https://play-lh.googleusercontent.com/a-/AOh14GgvYWQZ3tGTg6rblCTn9e09dwLwCzEeS_nmvajVxQ,Kenapa aplikasinya tidak bisa dibuka??? Websitenya pun sama,1,0,3.24.0,2022-01-02 13:37:11,"Hai kak, mohon maaf atas kendala sebelumnya. Kakak bisa coba kembali akses aplikasi Bibitnya saat ini. Jika masih kendala, harap langsung hubungi layanan live chat aplikasi Bibit atau bisa juga melalui DM Instagram @bibit.id maupun messenger FB untuk dibantu pengecekannya ya, tim support kami pasti segera membantu masalah kakak. Terima kasih
",2022-01-03 05:20:39
gp:AOqpTOGpqFI1TxdyWl_EGFMuVWTLApqbQYsg98smkutvyPQSYTfmoJ8C8W3TABbryzhHC2Lg1hD3JYIY7I6DVw,Netizen Tv,https://play-lh.googleusercontent.com/a-/AOh14GhmzTvVydQ6yZ9xiTI_rJlevf0if8oUtUs58MERYA,mantul buat tabungan jangka panjang bagus sih,5,0,3.19.3,2022-01-05 12:07:19,,
gp:AOqpTOHoBoPOvXqguJ55x8jLIdrYFKf3QWyssAINMXFK_BiEboa7LrDrurLWrMs_a_6o_E8C1l4gICWZklsESw,Bang Brewox Channel,https://play-lh.googleusercontent.com/a-/AOh14GhD5lNbyOzJnwhcWFF-e_MoB9nSlX3K5nD0HiaPEg,semoga aplikasi ini real nyata bisa mewujudkan impian saya dan keluarga untuk mempunyai rumah dan fasilitas,5,1,3.24.0,2021-12-28 15:17:49,,
gp:AOqpTOHseLVkLpsuXCb28YbLwebxz2fC2aaekGJBSFszYWqJQBQf9mYfVHhfzbn9RfJ3EvuyihssfJZ7aj14zg,Aditya Putra Rahadiyan,https://play-lh.googleusercontent.com/a-/AOh14GirocDiKEwWX0VW7UCT4-rAzK3lanMdt7ZBo2_Aqw,"Aplikasinya bagus , mungkin untuk kalian yang baru mulai bisa pakai kode referal : mraqqab agar mendapatkan Rp.25.000",5,0,3.24.0,2022-01-01 11:02:57,,
gp:AOqpTOG2_QUVjdhNunSYe7l9Cg8VcGkIFQ--F_NLTp09yfWFUi9I0xL9qRDIVA3AfxTFj-SWAyWA5EY7YmW48w,Jupiter Supriyadi,https://play-lh.googleusercontent.com/a-/AOh14GgEe0HtopwUv6kbzebjWsksGhQy80RvEwvjF9xB4g,notifikasi promosi nya ganggu banget anj,1,0,3.18.1,2022-01-21 09:43:07,"Hai kak, kakak bisa matikan push notificationnya dari setting handphone kakak ya. Jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-01-23 06:40:00
gp:AOqpTOFjKqmZLmd7DMBO2nH6mqyNDDVYMrIoqtsJBLmQZ-HUDeNaO_w4GoOe712mcfR_bvSsV98L3Zu3dQLZUg,Eliz nimaz,https://play-lh.googleusercontent.com/a-/AOh14GhxfQDbyhV2Mmz44TrRQSl737lK6X4rnC9ddcczgos,Kok aplikasi bibit sy tidak bisa di buka.. Knp yaa,3,0,3.24.0,2022-01-02 08:43:46,,
gp:AOqpTOE9hKfYUwSaD6zb5mSGSAwKf7h2iy4GCrQxCmBTiE8dLyRchY0KU532WdPzirYhtm92ixZ4ybeJOqpeVQ,ismanudin Pasker,https://play-lh.googleusercontent.com/a-/AOh14GhjrMmNYEinIE8G-9Vismn75qsNHPdzT2lW8n3qhw,"mantap, semoga kedepannya bisa jauh lebih baik lagi. amin Hai, mengapa saya melakukan penarikan dana dan sudah menerima notifikasi dari email bahwa dana akan segera diproses. Sejak 28-11-2021 hingga sekarang dana tidak saya terima",4,1,3.19.3,2022-01-05 11:14:28,,
gp:AOqpTOF_jiOqUN63UlIdqysTLkEEe27xygM8mCLgL_NR6g5_ECwpOCwbeBefHw3F-FEa7YXfKjJ6PFhI31WKzA,Dionisius wahyu wijaya,https://play-lh.googleusercontent.com/a-/AOh14GgVlJRbF36f-lL9VCHHOyZVo0dDR9BemzsmNN7Bww,"Saya kecewa kenapa apk tidak bisa dibuka? Sudah 2 hari saya tunggu, mohon bantuannya...",1,0,3.24.0,2022-01-03 02:23:25,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:56:51
gp:AOqpTOG_izY-yFGSvzgsbXrDqIyxrhbz3YiRA5E-c4tHLjHQ8nRNM-9uO5xLwM-XNOz9dHolYQdOe5LbpMcCHg,elvira qurnia sari,https://play-lh.googleusercontent.com/a-/AOh14GgC75x81-nv5K9AMR4RhgQlQrFyBcXhSWf327TM,Mengapa aplikasi tidak dapat dibuka pada hari ini? Dengan keterangan ERR_NAME_NOT_RESOLVED???,3,0,3.24.0,2022-01-01 08:30:20,,
gp:AOqpTOHBZzB2Cl3QrbvnJgGH2qNBVyUdtr2d2lghKDX0m1Y9pHJKGKGaAJRBR1Rl56vtQCwI_aCybjnQzjGT7A,Nailan Rahma,https://play-lh.googleusercontent.com/a-/AOh14GiI499akZeI8_wdeE5rbvR3pXG3jpPOAhwNe8Tovg,"Kak, kenapa saya tidak bisa membuka apk saya, dan selalu error? Padhka saya mau mncairkan dana saya",3,0,3.24.0,2022-01-01 16:39:42,,
gp:AOqpTOHc2rMs-3ynIey71k2i9kwPZb4CB7QTWwk2VwPn1o-I5WNqyJqFVw17hsxtuprhwuTDVg-gLnL8-C73aw,Cptn. Owl,https://play-lh.googleusercontent.com/a-/AOh14Gith1OtWUw10TP2Ppaanzg9RXMB9R6xn9CpCuF2dw,App nya mantep simple buat kaum milenial ... apalagi buat sy yg masih buta tentang reksadana .. bnyk belajar juga dari app ini ..penuh edukasi manteplah....,5,3,1.3.3,2020-02-18 15:06:45,,
gp:AOqpTOGwGuePFJgz1lLXRLRBMm95XlT6UBZLUKSaGKZKN-AKPKKkjMq5_F9bB4AEIMsuv-GPWMs0zJu9PsiAhQ,Fadila Ayulistya,https://play-lh.googleusercontent.com/a-/AOh14GiAmSsVFoSyemViJYbl2iwFZWrPEIPPjittSsZ66Ys,Ayo bagi yg lagi mau daftar bisa pake kode: kamukayakok Nanti bakalan dapet saldo tambahan di awal,5,0,3.21.0,2022-01-01 04:45:17,,
gp:AOqpTOEM_eqcEiHgAuGeNHwuw-vOfWPWtqifntCRKeGz79il2NLXToKSuWYvAEWTy-ypYD8FPp2zMmzSRiC7IQ,Wasis Utomo,https://play-lh.googleusercontent.com/a-/AOh14GiYVWBaSPhK0sKtitERZkuO5iOs_7A1ogufAyrz,Aplikasinya kok lg sulit di buka y...,2,0,3.24.0,2022-01-02 03:50:24,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 03:48:13
gp:AOqpTOGQzworT-SD7g4arLLBlMghsFxNnSZgsWaEmPVOP3bLEk1llNm1ah8PQD6NM50Dg0meR6R9YIGlINN-wg,Bayu Raharjo,https://play-lh.googleusercontent.com/a-/AOh14GisrphqrmMVTkYf3Xk7LCaGg3N6BQw0SQ5VkgAReA,"Yang mau dapetin cashback Rp. 50.000 masukkan kode refferal ""bayraharjo"" (tanpa tanda petik). Ayo dapetin cashback secara cuma cuma",5,4,3.24.0,2021-12-29 04:12:10,,
gp:AOqpTOF52uolaLYJhR0k_NO3QOPENDMfW5HiRLsm0Z8w4pBLoV8w5fNzgqNIoELszyhqQCMLwsS6lI3F5nFG2A,Nero aditya,https://play-lh.googleusercontent.com/a-/AOh14GiS0tai963shckd5dggG-moFtisFUo2hYabvATOhg,"Proses pencairan lumayan lama,pdahal sudah bagus aplikasinya cuman untuk prosesnya yang memakan waktu lama, ambil.contoh resakdana di tokopedia proses penjualan dan pencairan dana kuramg lebih hanya 2-3 hari.saja",3,8,3.2.3,2020-12-08 03:07:01,,
gp:AOqpTOErHSrErXmwuElNINXZaUATz5KxmK38bD6XIpA4DR_BWr-y5xt2-tXLjiqPFMkjFan1K3v6beJ4ieU6VA,Dito Sinaga,https://play-lh.googleusercontent.com/a/AATXAJyQ7lDnA8B3ilxUsII6ib_XuQSiEfJmK9X4dJMw=mo,Kok apk nya gak bisa di buka ya? Tolong dong admind,1,0,3.24.0,2022-01-02 02:34:04,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims
",2022-01-03 03:14:51
gp:AOqpTOHWWcrJSuUnKRRwJwFqDPpPsEVKLT6HGNpmc2oScr8PhVlaHfE7QGIPXsY8tKQGnSGNDH70PV3sC_Q9uw,Once Again,https://play-lh.googleusercontent.com/a/AATXAJwacMx3ZE5TnVfkkHnCge_EY1Zeiz1kfFXlGPQ3=mo,"Maaf min bintang 3 ya, soal registrasi saya kok di sulit ya. Gagal terus meng registrasikan akun bank jago saya. Makasih min, semoga bisa infokan segera",3,2,3.24.0,2022-01-05 08:11:05,,
gp:AOqpTOEKt-CktXgzpmBJcNoj8rGaryixssdeKh_tbiUGRiYOUUO3NUQuva52tZYldw_gqeMcj7HLeLfPLa1RUA,Aso NeHit,https://play-lh.googleusercontent.com/a-/AOh14GiYk7RKKVxv22XWTNMHzUFGGEqwoEiTMOZggSCH,Iklan2 yang menarik,5,0,3.24.0,2021-12-28 10:08:34,,
gp:AOqpTOENvdBHWIa3NxlbdexGVrwvNqAvToXwb2LuSHWT6NZGn-03MjV_evhPxRHSvAX9WkrL3zQCpCDF-B-lew,Dewi Larasati,https://play-lh.googleusercontent.com/a-/AOh14GguTzw-6km1Gpdg4LcGFAyAswf_OaQe-fkXynLI9Q,kenapa bibit suka logout sendiri kalo saldonya banyak padahal saya tidak pernah keluarkan tiba2 pas buka aplikasi harus masuk ulang 😡😡 bikin panik anehnya klo saldo cuman dikit gk pernah logout sendiri menjancokk👺,3,0,3.13.1,2021-08-24 20:11:18,,
gp:AOqpTOEjJBDd13kMVGGjYRmK0AjSjxyfrxhI2jfv9KDLu_jbdXbM1OgjwYgEWMt26L65wLJuAwUyuEjS-vcDRA,Dini Suminar,https://play-lh.googleusercontent.com/a-/AOh14GhBsjR3O8qxgyxMtC94eyQoP7Y-QjmgNMlubm3rrNc,"Kenapa bagian support ga bisa kebuka ya, padahal saya mau tanya tanya mengenai apa yang harus saya lakukan setelah melakukan pembelian",4,3,3.21.0,2021-12-24 02:02:08,,
gp:AOqpTOFTHivjVHbTzY7YJBExEpZSfnpuoKrNAfrQr5fVzwIDWFyPAA5fFiej-5_qE0qm19_wzIOnMbjOeFvkHQ,TERAJANA 123,https://play-lh.googleusercontent.com/a-/AOh14GjMG3OfnnK4dvYJR4ZlQqXmDBzdW2ABrhWR9W0pig,"Halo semua, aku pake bibit ini udah lama ,jgn lupa pake kode referal teraku ,biar kita sama dapat cashback 25k pda saat daftar, pencairan memang waktu 1 minggu, soalny pernah coba² nyairin dana. Kalo klian urgent sebaik ny pisahin uang invest sma d tabungan ATM. Semoga membantu yah",5,2,3.19.3,2022-01-09 09:44:16,,
gp:AOqpTOGAXxfwb1NLG6nWOePslUwmo4jXeXeIEvCkMkgnJ1qoeS0hRaCQAOzspCLglb4NosPhCbbKtC1T28pg_g,Shelly Oktaviani,https://play-lh.googleusercontent.com/a/AATXAJxU2cShjXsnO9z-L1M6pDtCDsW-9cbuguzNivik=mo,"Bantu jawab: 1) Dana tabungan cepat cair? Pilih Reksadana Pasar Uang. 2) Hasil penjualan sama kayak harga yang di bibit? Jual sebelum jam 12 pada hari kerja. 3) R saham + R obligasi cairnya emg agak lama jadi mohon bersabar guys. 4) 📍Baru invest di bibit? Pakai kode, ""shellyok"" buat dpt free Reksadana.🎉 5) 📍Pemula? Pakai fitur robo untuk investasi. 6) Mau jangka pendek? Beli Reksadana pasar uang. 7) Kesabaran adalah kunci! Nabung di bibit sedikit, lama-lama jadi bukit! Semangat🔥🔥",5,51,3.24.0,2022-02-11 02:18:24,,
gp:AOqpTOH17T7ORhMAgNIYMoGCsUnC-jLHLn0Oh696lgG0kLuHSynpS8zvlyK6QXwYBOcP5VHXiqWbTi-RZPdD1w,deniz gotic,https://play-lh.googleusercontent.com/a-/AOh14GhTVpUBPPIYA7X8IC0JajegBMhWC3mTR9T2PvIeew,Aplikasi unfaedah....mana total uang masuk 500rb.aplikasinya gk bs dbuka🙈🙈🙈🙈✅,1,0,3.24.0,2022-01-03 01:45:35,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 04:12:49
gp:AOqpTOFDhtPIvV_rdN_SUrvvJkq5UldTWEaLLxlYSFgCH9ZZ43WfYJCljMqA_KlAzuL4FwCC60BZyE8A2LhNpA,El Condor Pasa Enterprise,https://play-lh.googleusercontent.com/a-/AOh14GgYY00m1c4J4-l7BD47VevBvKSVfC8fKs0TGHpioQ,"Nggak bisa dibuka app nya, ada apa ya",3,0,3.24.0,2022-01-02 23:20:18,,
gp:AOqpTOFAhlJ0buUxqnTGf6othRkbnSYvQAd4mBQYqPl4d-zwv71GhpIqHQ6tBbxKeAwYmzCGburllSguq9nYbQ,Mumu Muhaemin,https://play-lh.googleusercontent.com/a/AATXAJw6sv_c3I2sBq1g_ttSjftahwHkkvmTm550Zp0z=mo,Ada gangguan kah di suruh reload trus uang saya masih ada di sana,2,0,3.24.0,2022-01-02 11:13:49,"Hai kak, mohon maaf atas kendala sebelumnya. Kakak bisa coba kembali akses aplikasi Bibitnya saat ini. Jika masih kendala, harap langsung hubungi layanan live chat aplikasi Bibit atau bisa juga melalui DM Instagram @bibit.id maupun messenger FB untuk dibantu pengecekannya ya, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-01-03 04:56:18
gp:AOqpTOGOqWaze7LqjBbF_ATMHDqbnM0RGjuzI_k96_3WNLAvyPntq6k5neU9DppWYqxqoaB-BAGPoBBFl8SjpQ,dakwah harian,https://play-lh.googleusercontent.com/a-/AOh14GgQWMasM7YC4pxgg6dOZawJ_zvLup3K2rOLVxGC,"Gimna caranya menarik dana kita yang udah terlanjur masuk ke dana pensiun, aku mau tarik aja.",1,0,3.24.0,2022-01-03 11:56:26,"Hai kak, penarikan atau pencairan reksa dana bisa dilakukan dengan menjual unit reksa dana yang kakak miliki. Penjualan baru bisa dilakukan setelah unit reksa dana diterima atau 1 hari kerja setelah tanggal status pembelian berhasil sekitar jam 22.00 WIB. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support akan membantu. Trims",2022-01-04 06:08:10
gp:AOqpTOHhG61xlNQ5hYSP2SMkG8H0DJKI2ykqphcbGI4m3KJQP6Y1Stls4JDCnQSVkfQdrOdottu9q45uLZDhKg,Tuti Yuli,https://play-lh.googleusercontent.com/a/AATXAJxdxQFRVaV48Uwi24Esk-s4iDuue-ew38Jfft-w=mo,gimana nih kok gk bisa bayar pake shopee pay di android 9,5,2,3.24.0,2021-12-28 03:32:49,,
gp:AOqpTOGsSr9G2W-dHHzID9zQp7NTcs-iTOefH9ixCSY7IrRPT7gfTdUaYDQfSniOW5mkM0bGM7o-_WSUWZg6HQ,Affan Syah Putra Aji,https://play-lh.googleusercontent.com/a/AATXAJwx_aWhhi1ZJKWBBxJV7k4NqVLx-g-OzlSDzPVj=mo,Min kok gak bisa masuk suruh reload terus,1,0,3.24.0,2022-01-02 18:20:20,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 03:13:06
gp:AOqpTOEklgBW8yCd3tIv6pMiydoBcTyd3cChgMiw7R_4LcETN1Wlpsxtz2uNs_SXUfbQzsWlhnc5365huaR31A,MariaUlfa Official,https://play-lh.googleusercontent.com/a-/AOh14GiVHWl8pY2LLM6gwWtpZZX_Q0_R0gru-sAVkdPp7Q,"Aplikasinya saya kok gak bisa dibuka lgi yak, kenapa",3,0,3.24.0,2022-01-02 05:00:02,,
gp:AOqpTOGekhZ5W4IrIBnEwqt8n3hS99gSqPiy5EDgAJpthzLAMCVGNpZePdwNITL6XGkJqHgJNnqMW673C9gLjA,Sri Ahyuni,https://play-lh.googleusercontent.com/a/AATXAJzJ2l8DLAr9K58gtjOWwNgazG6mJ_VmcAQNPlzk=mo,Kenapa error'trus ya gabisa kebuka2,2,0,3.24.0,2022-01-01 20:37:07,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:34:01
gp:AOqpTOEwsFMXqvEswQbEuRVvUdoFcALDXohVp0KBVr3piV-H_uxKK2bq3j21Y3V964GPsoFIR7y_jKiPBrZAFg,Putra Sanjaya,https://play-lh.googleusercontent.com/a/AATXAJwOhtRgo6pDtTLqxlQjDExQcuLRBeFSHk1E3BUA=mo,akun bibit saya error gak bisa masuk mana isi duitny di dalam adehh mohon bantuanny,1,0,3.24.0,2022-01-01 23:44:14,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:43:40
gp:AOqpTOHge-t0Af0ekS5iBueAy8l7yjPmQCvEi5AyW5_NtuJjUEIVoNFfVrTaIwP7apz5KM7IHznZhkY1F8qxwg,Siti Aisah,https://play-lh.googleusercontent.com/a/AATXAJwxayi5kbCsJIQ4nWeoB01PX0WJ_kz9tkSrmuSN=mo,"Bagus apl nya, semoga segera masuk saldo nya",5,0,3.24.0,2021-12-27 04:07:00,,
gp:AOqpTOFssnLHJ9cfaiQt_Tx3CkAubOtNiItbmah_uqzn7dDj5dR40xPSaixd7QiUu8glT5aJ_Nt65LGfKXm7AQ,Ahmad Solihin,https://play-lh.googleusercontent.com/a-/AOh14Ghx3mEOIYs-CyE8i6kUFG_CevP6mgYHCwHayG7P,"Mantap cuan nih, ayo supaya makin cuan, daftar pake kode referal : medasora Supaya kita sama2 cuan..",5,0,3.24.0,2021-12-30 08:51:52,,
gp:AOqpTOEEPdsqk9E6DZGLIWjwBKar43od_FrFdHJC2QMFkw3Qq6Flv9RDnR_NT3x-m_ctza48dUUfX5bdjZ6uYQ,OKA OKE,https://play-lh.googleusercontent.com/a-/AOh14GjYcjP7266I9YlR4HlG5tzn8ZHlgzaW-Qa1gLVq2Q,Maaf apakah ada trouble? Saya mau buka tidak bisa padahal sudah online dan sudah perbaharuan,2,0,3.24.0,2022-01-01 09:19:54,"Hai kak, kemungkinan jaringan internet kakak tidak stabil. Silahkan gunakan jaringan lain lalu coba force close & clear cache terlebih dahulu ya. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih",2022-01-01 12:34:53
gp:AOqpTOEPLkvlWkxwkKPxlJsZjO6NxyObUSKpKeR1AEAbThrht-rc7LGLt97ASpNbLVLjgQvyOcLNsn9I1xvmwA,I Putu Hendra Bagus,https://play-lh.googleusercontent.com/a/AATXAJy0kWbDxU245vjZLxpyVX-UGIlT3GTUWviUTdoD=mo,Kenapa aplikasinya tiba2 tidak bisa di Buka?,1,0,3.24.0,2022-01-02 04:27:20,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 04:08:50
gp:AOqpTOGZUdrlXF1lHaDnlVrJmFM29UC-CPXtw23MBHStVdyEfBTwxicfHvImbz0MhBahgPDoXw5CTvrsb7kpyw,Edi Imanudin,https://play-lh.googleusercontent.com/a-/AOh14Gin4pMmqwfrOZnDviO6EQSvmLYM9ntTlRtYELQb,"Hay semua... ayo download & pakai Referral saya ( 𝟴𝗯𝟲𝘄𝗺𝗶𝘇 ) biar dapat bonus, terimakasih",5,0,3.24.0,2022-01-19 12:56:35,,
gp:AOqpTOFxbVc41SKPjH9D0hDB9cFquvBNdH0gnp-ObFFG_xW6MB0FqHrCz7zx3qixVCQQIu2HALCQQ5kkiecGTg,irma widiastari,https://play-lh.googleusercontent.com/a/AATXAJzjfpupmu-TOm_Upcolk4nNOF9Kzo7aaPJxZ_cY=mo,Pengguna baru bisa pakai referral untuk dapat cashback : repcuan,5,0,3.24.0,2021-12-31 18:37:28,,
gp:AOqpTOHUMYGW10UZ_fbyJMqEajIrMzPMKjXAiybXLOZpp0lYXf8BgYp-OMCM0xxSAjxi3OYA0jVsQVH3VsxAeg,Ilham Habitullah,https://play-lh.googleusercontent.com/a/AATXAJw5hvQikdej-PeCdomcLs3XwuuKADeYCxA3dxvp=mo,Saya tidak bisa login ke akun bibit min sudah sehari tidak bisa diakses mohon ditindaklanjuti,2,0,3.24.0,2022-01-02 03:02:43,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 03:41:04
gp:AOqpTOFouSaWCKpxbVGEF8v4ilWbzC1ArDxS66pQZzBbXk9JlfXFJFIDR3StxztvdS2cXjap0DdYB9WA-Emx4g,Abd Rahman,https://play-lh.googleusercontent.com/a/AATXAJyKsOcVt9be4Zt6QS3aFXVOH-ZWS-m0rJ7n0sQo=mo,"Bibit tolong deperbaiki dan diperbanyak bank buat transfer agar transaksi mudah seperti tambahkan bank bank digital ( BANK NEO COMMERCE , SEABANK DLL. )",1,0,3.24.0,2022-01-06 14:01:48,"Hai kak, terima kasih atas feedback yg diberikan. Saran ini akan ditampung dan kami diskusikan bersama tim. Bibit akan terus meningkatkan pelayanan & inovasi karena tujuan kami membuat investasi menjadi mudah untuk masyarakat Indonesia. Jika ada pertanyaan kakak bisa langsung hubungi live chat Bibit atau WA +622150864230. Terima kasih
",2022-01-06 14:31:04
gp:AOqpTOH7CgXthOik7H88_16vnW0rou5TLhFmynq2MXu_wWzB6cEntVV5Q4wYAtx-thnsYFM1DwhX1fBraVPkMA,Thomas Kmur,https://play-lh.googleusercontent.com/a-/AOh14Ggz7H8Wht0J2C89xGe5sTAzm1HMt0fUZ8Za3vuW2Q,"Maaf admin, ini sy punya aplikasi tdk bs terbuka, tdk bs mask ke aplikasinya, padahal sy sdh menabung/invest, in gimna admin? Tlng di bantu.!!!",3,4,3.24.0,2022-01-02 04:56:53,,
gp:AOqpTOGnIxu9hfz9YQcgQJjLgt8FeRG6xHMzV-CBSvPjX6J2Ep2uqcpuZR2P6RNfN3lRjANdjWA0xFL2TxeeeA,Haikal And Alya,https://play-lh.googleusercontent.com/a-/AOh14Gi44uAJLLVbN_ojdfovTqo_W8soRGmXQwwmt8ZPOA,"Aplikasi ini lumayan memuaskan, hanya saja proses Verifikasi setlah transfer lama banget, hampir sudah 4 hari belum selesai verifikasi",5,0,1.2.4,2019-05-13 21:17:37,"Sabtu, Minggu dan Hari Libur pasar modal tutup pak. Proses transaksi hanya dapat dilakukan pada hari kerja. Terima kasih atas pengertian nya.",2019-05-14 16:13:54
gp:AOqpTOGMWgXQlYLHkUDakzyqjs9i_RmjBhaxtUh9CQcoOBT-aipextP6mPKLdixUfCtyR4Nqf13Qgop0dRDOJw,Dartim Dartim,https://play-lh.googleusercontent.com/a/AATXAJylvSJkQoCczk5Ey0sW97tdrevQWmlnbrsTn534=mo,"Terbaeekk, membantu pemula sekaligus menyarankan pada investasi yang tepat dan MI yang berkompeten. Profil resikonya bisa di atur sendiri sesuai umur pengguna, pokoknya ajippp",5,0,3.0.8,2020-08-27 09:58:25,,
gp:AOqpTOHI21Jb7eWHr1BNal9kbMlDj_TQZgwlfszq3gEk_fauAUD8ObnrmHbnbmj2gxvmWf3VD3XGljSITzXg2w,Larvaface Ihwan,https://play-lh.googleusercontent.com/a-/AOh14GjNTw8wWh1GmBVWeiCwgJgiaNCDZ0f0xLzTod6z8Q,saya pemula.. dan belum terlalu paham .. saya kira aplikasi bibit ini adalah solusinya .. untuk memulai dan belajar .. yang mau memulai dan belajar yuk download aplikasinya ( ihwanoor1 ) biar dapat cashback,5,0,1.2.7,2019-08-14 03:10:58,,
gp:AOqpTOHK3SgMIgfDBk__0eiHRXtWTbDmuyIbL4Tik7cxaLxff5nbHpQdIYYAXjmPyeDGCcScGSNfzyK3qwm3Kg,Raff,https://play-lh.googleusercontent.com/a-/AOh14GiZHQxHZlSv8P4DxvEX0EvV0Ri_oSOApnNCFaA9Xg,"Jangan percaya sama yg jelek""in bibit, ini tempat invest yang bagus untuk pemula & gk terlalu ngerti invest, untuk penarikan paling cepet 3 hari sampe 5 hari max 7 hari, gk usah ragu""buat invest di bibit bagus kok",5,79,3.24.0,2022-01-17 04:27:45,,
